10,"Yeah, I went once to an AutoNation Lexus store.  It had nice decor and everything, but the experience wasn’t the same as my local BMW dealer.  It was polite, but you could still feel primary focus on sale and closing,  not the product exposition and its potential fit into your life, which I felt at BMW, Audi, or even Volvo stores, every time I visited those.  Something you expect at a good Toyota dealership.  The difference is subtle, but perceptable.  It’s mostly in the types of conversations you have with the salesman, or the manager, if he/she introduces themselves.  After the visit I even received generic template follow up emails from two different managers, even though I made it clear to the sales guy the product was not interesting to me (I was looking at CT200h and it was a total dog, real disappointment).  To their credit, when I responded to them saying don’t call/write and explained why, they left me alone."
11,"I am the poster formerly known as benjaminh and now as benjaminhf. Just wanted to say I'm still alive, but my 17 year history with Edmunds has seemingly been erased. Also I've been very busy with work. But I wanted to briefly say that I'm still really enjoying the driving experience with my leased 2018 Acura TLX 2.4 Tech. Great car for the money imho. All best wishes out there to the chronic car buyers, etc."
12,Still on the list.  Just have not been looking actively right now.
13,I sent you a message
14,"A new and mostly positive review by Kelly Blue Book of the TLX. The reviewer says the TLX is likely to be more reliable than some other luxury cars in the long run, which is good news for me since I'm hoping to keep mine for quite a while...."
15,If I do manage to upgrade to a TLX it would have to be with a 10 year horizon.
16,Thanks. I'll give it a try at some point to merge my accounts.
17,"I'm not sure if I'd have the patience and discipline to really keep a car for ten years—maybe eight?—but if I did this TLX would be the car for that. So far I really like the TLX on all levels—driving dynamics, comfort, awesome sound system, looks. It's by far the best car I've ever had. And given that it's an Acura I can see potentially driving it past the standard 70,000 mile engine and transmission warranty."
18,They usually go up as the year goes along. Christmas ind Presidents’ Day are good options.
19,"Yeah, I was and am a bit concerned with getting two new cars at once. But so far we haven't regretted it. The CR-V is also an awesome vehicle. We love it for what it can do in terms of large cargo space while still carrying passengers. We use that a lot, actually. And the CR-V is also fun to drive. Anyway, we put an extra 4k down on our the 15k loan we have for the CR-V, and so now the amount owed on it is down to 11k. If we can make another 4k extra in Dec., which might be possible, and then yet another 4k extra early next summer, that along with our monthly payments might get us free and clear on the CR-V by July or so. Then we'll just have the reasonable $229 a month lease on the TLX."
20,"The KBB reviewer makes some good points about the infotainment system on the TLX. As he says, it's not intuitive at first, but over time it becomes pretty good. And I'm now used to it and can use it pretty easily. My wife's new CR-V has just the touchscreen, and in some ways I prefer that, but believe it or not in other ways I prefer the TLX's 2-screen system. Let me try to briefly explain. So with the one touchscreen like with the CR-V—and many new vehicles these days—you are either in one display mode or another for the screen. In other words, if you've called up the stereo controls on the screen, then the map you might be using from AndroidAuto or CarPlay goes away. Same with the climate controls on the CR-V. With the system on the TLX, however, you can have two things going on at the same time. And so your navi screen at the top (which is a good place for it, right below the line of sight outward) can be doing its thing directing you to where you need to go, while the lower screen on the TLX is displaying your stereo and climate controls. Plus the touch screens, to state the obvious, are magnets for dust and fingerprints, and since you don't touch the upper screen on the TLX it stays pristine. Finally, the TLX's touch screen is more responsive than the one on the CR-V. Sometimes you need to press an electronic ""button"" on the CR-V's screen twice to activate it, while one gentle touch on the TLX's screen almost always works the first time."
21,"I like the 2 screen set up, for just the reason you said.  More real estate, and dedicated map when needed."
22,"My local Cadillac dealer has their last ATS available for lease for $200 a month with ""0 down"":"
23,I would take it.  without even looking at the link!
24,That dealer has the same GM as my BMW dealer- the guy that ran off all but two of the BMW salespeople and added dealer packs and a high doc fee.
25,"The fine lrint for all says ""plus dealer add-ons."" Oh boy."
26,The CTS looks like a smokin’n deal if your name is
27,"so the car is $199/month, and the mop and glow stuff is another $175?"
28,If I was 25 years older I might an XT5 as well.
29,"Its a hard knock life when 0-60 in 6.5 secs in an SUV is called ""a slug."""
30,"Well, the translation for ""slug"" could be this:"
31,Wait... an SUV doesn't handle like a sedan?! Good thing we have reporters to bust scandals like this wide open!
32,"I wouldn't call the XT5 I had as a loaner a slug by any means, but I didn't like it much. Felt big, heavy, and it had that awful BMW-style beer-tap gearshift which I hated."
33,"One of the features I like on my TLX's stereo is that it has built-in memory/storage for CDs. The new Accord and many other cars have taken out the CD player entirely, but the TLX with ELS sound has a player that downloads every CD into its memory in about 5 minutes and then stores it in an album folder. In the first pic you'll see that it's at 29% for downloading the 1958 classic album from Nat King Cole called St. Louis Blues...."
34,"What's the storage capacity in GB?  If uncompressed WAV files, about 700 MB per album."
35,Good questions. Tried to look it up at the Acura web site but the info doesn't seem to be there. Perhaps its in the owner's manual....
36,"That's cool as I still play CDs in the Accord and Pilot from time to time.  I still listen to vinyl about once a month at home.  Some cassettes, rarely, thou no 8 tracks."
37,"Back in the late 80's or early 90's (don't remember what year) I donated two high end turntables and slightly over 400 vinyl record albums, and never looked back.  I spent years protecting and cleaning and fussing over records like each one was the hope diamond.  No more, never again, thank you very much.  And then when I got divorced in 1999, I donated some uncounted number of CDs.  All ripped and stored on the computer, no need for optical disks anymore.  In those days, if I was going on a trip, I would burn custom CDs, a ""road mix"" if you will, just for that trip.  These days, it's all on flash drives with a playlist.  Some things do get better."
38,The hard drives in late model BMWs have a 20GB storage capacity- it is convenient.
39,"May I suggest you check out a copy of the book ""The Revenge of Analog"" from your local library?"
40,Funny...I just had this image of feeding vinyl records into the dashboard.
41,"Oh, you mean like this?"
42,Yeah but the BIG ones.
43,You asked for it …
44,"Oh, it even has a stacker.  This new technology will change everything."
45,"A new name, Shifty?"
46,A minor glitch we are working on . But it's still me
47,"I believe my XF has a 10gb hard drive, it allows me to upload 10 CDs.  So 10 on the HD, one in the player = the Spinal Tap nirvana of 11."
48,Another little feature I like on the TLX is the built-in compass....
49,Was watching the Mecum auction at Harrisburg the other night and they had a DeSoto Firedom go through the line with that same record player. Outstanding looking vehicle!!
50,"I like the location and look of the compass and assume that the nav is linked to that display as the street name is shown.  Does it show speed limit, too?  The large, clear easy to read gauges are a big plus."
51,"Yes, the AndroidAuto navigation is linked to that little top display. There's actually a dial on the right of the steering wheel that lets you scroll through your various choices for that display, including tire pressure, oil life, compass/navi, performance mode, etc. When on compass/navi and you've asked it to go somewhere it also displays an arrow to show the direction of your next turn along with a mileage marker for how long that will be. All of that is also displayed in much bigger form on the center screen with the map, but it's a nice little addition to keep you on track to your destination."
52,"Floor it in a Audi with DSG on sport mode, and see if you still think turbo lag is a problem."
53,"CRV is now a CVT, yes."
54,"Bingo, there's the problem, and I haven't even test driven the 1.5T yet."
55,Yeah. I think the CVT combined with a little bit of turbo lag results in a so-so performance for acceleration when you first start out.
56,"Plus it’s not a lightweight, and us pushing an AWD system."
57,So what is up with Edmunds these days? logging is a pain..
58,Thinking about it....
59,"Stinger interests me, but not the horrible lease rates."
60,"The Stinger is too big for my tastes, and the transmission overheat issue would also nix it if I wanted to use it as a dual purpose car. For strictly street use I still prefer the Giulia Ti Sport, even though it's a bit on the slow side."
61,So your c. 10 year old Mini is worn out—and you're thinking of trading it in for a c. 20 year old Saab? You seem to be searching for exquisite automotive pain on multiple levels. Maybe a new base Mini with a manual might be something to consider? A car with new suspension parts and a warranty? Just a thought. I'm just a tad concerned that you're not able to enjoy driving as much as you should. But I realize it's none of my beeswax. Apologies....
62,"A 4-cylinder is really enough power for me. I didn't test drive the V-6 because I knew that wasn't in the cards—and not really suited for my budget and driving style. This particular 2018 TLX Tech 2.4 4WS had more than $6k of lease incentives. I did have a trade-in, but my monthly lease payment including taxes and everything else is $229 for a car that has an msrp of $37,600. That's the right level for our budget, esp. since my wife's payment on her 3-year car loan is $450—and we have a daughter starting college in a year."
63,"So I think you answered my question, the SH-AWD is only available with the V6.  The incentives were not as good on the V6's I take it?"
64,"Yes, the super-handling awd is only available with the V-6. MSRP is significantly higher on those models, and the lease incentives weren't quite as high."
65,"On those winding roads I was driving to a park that's popular with cyclists, and by chance I ended up parking my Acura TLX near a c. 2010 TL. This park is a private-public partnership and the infrastructure is excellent. Different grade levels and separate bridges for bikes and cars, rest areas for hikers and bikers, etc. One of the true treasures of the Louisville area. The bike ride up the big hill was tiring but good for this 53 year old. The bike ride down was grin-inspiring."
66,"I've always been a high-risk buyer, not in terms of buying cars that are broken, but in terms of buying cars with a dubious reputation---often those are the most fun (for me).   I think the Saab would actually be newer. The Mini is a 2003 and most of it is original, except for all the parts that literally fell off it."
67,"Highway mpg continues to surprise on the upside with the TLX 2.4. Some manual calculations seem to indicate that it usually inflates the mpg by about .3 mpg or so. And so 39.5 would really probably be closer to 39.2. Both of these trips were c.90% highway with speeds ranging from c. 55-75 with the ac on. Somewhat hilly ride at times. Was making a tour of the historic downtown of Corydon, Indiana, where there is a little shop that specializes in old signs."
68,"Great mpg, and wonderful that you like the TLX so much.  Enjoy the pics, too.  Need to drive the CR-V some, give observations about it, and keep your mileage down on the TLX.  But your wife might thump you on the head for taking her ride, lol."
69,"The CR-V is a very nice vehicle—but not really my cup of tea. It really is my wife's car. But you're right that I'm going to need to start driving it to reduce the added miles on the TLX. The CR-V feels rather big and tall compared to the TLX, or really almost anything else I've ever driven except my 1969 VW Bus from so long ago. Are you thinking of a CR-V? A CR-V really has good bang for the buck, with impressive passenger and cargo room."
70,How many miles do you have on the TLX now?  After going on a couple of test rides with
71,"I already have over 2500 miles on it—and I've only owned it a month. For initial purchase price and mpg I think the 2.4 is a winner. And kept in Sport mode it's fast enough for me, but no doubt the V-6 is much faster."
72,That says a lot that you've driven it that much.   The V6 may be a bit faster but I prefer the 4 cyl.
73,"I will buy another sedan at some point.  Thinking a current version of the Accord EXL/Touring,  TLX tech, Audi A4, used CPO.  I am interested to know how the 1.5 engine performs.  A friend just bought an '18 CR-V EXL AWD and says it doesn't feel as peppy as their '15 CR-V AWD which they still have.  She also says the '18 feels bigger than the '15. My SIL is going to replace her '06 TL soon and says she will give it to us for my daughter to drive.  It is still in excellent condition and she is the original owner.  As nice as that might be, that puts a kink in my plan to give the Accord to my daughter and for me to get something 'new' for me.  My wife is doing a happy dance, no new purchases!  ugh"
74,"Your daughter getting an Acura TL from a relative seems like it might be a good thing when it comes to getting a future car for you—because instead of giving your 2013 Accord EX to your daughter you can use your substantial trade-in value to get a new car for yourself. Mr.Shiftright has suggested on another thread that Audis after 80k miles tend not to be reliable, which might make an Acura or Honda better for long-term ownership. If you need a bigger back seat the Accord is going to be a better choice than the TLX, but in most other ways I think the TLX is better than an Accord. At some point you might consider test driving both."
75,"If you need a big back seat in a sedan, you really need to look at the Passat."
76,"I haven't ruled out the Passat.  I find it attractive and from what I understand they drive well but not as crisply as the '06 Passat 2.0T that I used to own.  As much as I like VWs, have owned many, none have been as trouble free as the Hondas we've owned."
77,I have an old friend that just testified to the following:
78,"The 2018 Passat got a mixed review from Motor Trend recently. They didn't much like the engine, the braking, the handling, etc. The Passat has a roomy back seat, and can be had at a bargain price, but...."
79,"Well, it sounds like the author had consumed quite a bit of the Honda Kool-Aid, so I would take the article with a grain of salt. It certainly looks better than the Accord or Camry, and I suspect the handling and braking criticisms may be due to the selection of hard low rolling-resistance tires by VW. One thing I fail to undertand is how VW can take a 2L engine, turbocharge it, and end up with 174HP when other makes routinely get around 80-100HP more by doing that."
80,"The entry-level TLX with an msrp of $33k might also be something to consider. For 3k more than an Accord EXL it offers some significant things above an Accord in terms of the steering, transmission, brakes, interior design and quality, etc. Although I've gotten somewhat used to the style of the new 2018 Accord, I still think the TLX looks better from every angle."
81,Declining sales last month for most ELL cars means bargains can be found....
82,Jag XE didn't even make the list; that can't be good...
83,"Probably a Jaguar is in a different category higher than ""entry-level luxury."" I just copied and pasted that list that someone compiled. I notice it's also missing the Cadillac ATS, I guess because the ATS is a little smaller?"
84,Jaguar XE sales are down considerably from 2017
85,"""Danger Will Robinson!"""
86,"With destination the starting price for an Acura TLX is $33,995. That's a lot of money, but for that price the TLX comes with a moonroof, power heated seats, AcuraWatch, etc., etc. An Audi A4, BMW 320i, or Lexus ES350 with about the same level of equipment all have msrps of about $41k, making the 34k for the TLX seem pretty good. But some people put the A4, 320i, and ES350 in a higher category than the TLX."
87,"What classes do you teach?  I wonder if the standard audio in the TLX is better than the current Accord EXL+ models.  I do wish the standard TLX came with leather instead of faux leather. The higher seating position in the TLX, similar to my Accord is a plus.  I don't like the lower seating stance of the new Accord."
88,I teach art history—and I really enjoy it!
89,"I have always enjoyed history and am sure I would enjoy your class.  When I went to The Univ of TN, Knoxville, I took several French culture classes that were a mix of history and reading books written by French authors.  One class was taught by a professor who had participated in the French resistance during WWII.  The stories and insight that she shared, wow.  I am delighted you enjoy what you do, too many don't."
90,A pic from today....
91,That's better than I can do in the relatively light weight 7-speed Optima with the 1.6T engine.  28.4 would be an improvement.  I'm gonna peg my lifetime average at 27 mpg.
92,My 320i would average 38 on the highway... The 4 cyl and ZF is a great match for Performance and MPG BTW my MPG was in Comfort mode
93,"I get 30 mpg on my commute quite consistenly, as long as I keep light on the pedal and the traffic is average.  My best highway was nearly 40, going downhill from Atlanta to Tampa, but it drops quickly on any disturbance, or uphill.  It’s more like 35 on a typical trip."
94,"I don't what it is with some cars. My Mini gets 26 mpg, no matter what I do, or how I drive. 26 +/-  1."
95,You need a new car.
96,"Don't remind me. As usual, I'm hunting unicorns."
97,"Mpg on a trip from Louisville to Cincinnati and back in the TLX (c. 200 miles for the round trip). It was raining off and on both ways, sometimes heavily—and so AC, headlights, and wipers. Speed was c.65-75 mph."
98,"After owning that VW Passat TDI, no one will ever again impress me with MPG numbers.  Ain't gonna happen, sorry."
99,"It’s cool, as long as you don’t mind 40 times limit NOx emissions."
100,"I truly believe that for once, the EPA is underrating cars..."
101,Where is that Passat today?
102,"All true.  I never said they weren't cheating.  But man, when those German engineers cheat, they do a heck of a job!"
103,I’m really surprised that I haven’t seen more 2.0 diesels fixed and for sale.   Seems like there would be demand.
104,I think most of them are sitting unfixed in lots across the US....
105,"In addition to the pollution, the Passat's not an entry-level luxury car."
106,"I may not be, but it's nice.  I just drove a rental TDI in Scotland for a week and I didn't feel much deprived vs. my 430 GC.  The vehicle was a relative base (cloth seats, no Nav), but the overall level of equipment, fit and finish was quite good.  Despite being FWD, it was nicely responsive, but I have to admit, the ""spritited"" handling was last thing on my mind there, as I was more focused on not hitting anything and constantly fighting my cross-wired senses (left is right, right is left).  Nevertheless, it would have been quite good substitute if you didn't want to shell out as much money.  Of course I didn't like that diesel's characteristics as much as my gas engine, but it wasn't a tractor, as say my late dad's 2005 A4 TDI."
107,"Yes, buy why?"
108,"There's a good aftermarket tune for those old TDI's.  I experienced one in a loaner bug at my preferred shop.  Of course, it might be spewing 80X the current standard emissions now."
109,"I don't really understand the question, but I'm the last one to place some kind strict categories with a checklist.  People buy whatever they want and if they want to cross shop Escalade with Mazda Miata, it's weird, but it's their privilege.   All I just meant to say my dad's A4 TDI is loud (it's still in the family, my nephey has it) at highway speeds and you definitely know it's a downsized tractor engine with slightly better vibration dampening and noise insulation good enough for you hear the radio at somewhat loud setting.  Europeans liked those TDIs and Benz's old (slow, noisy and clunky) diesels long years before they bought into the ""diesel will save the planet and we just have it in our showroom"" lie, luxury or not."
110,Here are the kind of roads I get to enjoy driving on with my new TLX. Eat your hearts out city slickers. During the five minutes I was out of my car the road was completely empty in both directions.
111,Love that!  I was just up in the mountains on a similar road with the Mini--and I realized how old the suspension has gotten after many miles. This car is really tired--it just couldn't hold the line when pushed. It was like driving a skateboard.
112,I'm hoping to take a couple of test drives over the weekend - 2015 TLX V6 w/ Tech. One FWD and the other AWD. Both priced around $25K.
113,I used to live out in the country and drive roads like that all the time.  Now I live in the inner city and drive highly congested pothole infested ...
114,"I live 4 miles from Downtown Cincinnati, and I can be on a road like that within 10 minutes."
115,Even nicer in a RWD performance car where you can use the throttle on/off to help yourself around the corners.
116,"Sadly, most of the rural roads near me here in Colorado are dead straight."
117,About 5 minutes for me...
118,Looks just like my town
119,"Growing up in NYC, Manhattan when I see a picture like this my thoughts are"
120,"i think you'd enjoy four-wheel DRIVING even more than steering.  Did you consider or test drive the TLX with SH-AWD?  I know you probably wouldn't like the fuel economy penalty, but a test drive wouldn't hurt to give consideration for the fun factor.    Although, I'd imagine the 4-banger might be overtapped with AWD."
121,"Alex on Autos, on the other hand, thinks the TLX A-Spec awd is close in performance to an uplevel BMW or MB—and for a lot less."
122,or buy it out at the end!
123,"My TLX already had almost 300 miles when I bought it. It had actually been traded with a dealer in TN at some point (I could tell from the window sticker). 300 miles is obviously small potatoes when compared with 36,000, but with a lease do they give you that credit so your actually mileage limit is 36,300 at the end of three years?"
124,"I think I forgot to mention, why the hell is Acura putting GREEN X tires on a SH-AWD model (referring to KBB's review of a test model with those tires!?)?"
125,I have enjoyed listening to people takes on the Accord v TLX.. Interesting reading.
126,"sorry to hear about your tranny issue.  Seems though that is a really rare occurence on a BMW, with the ZF?  I thought those were pretty bulletproof.  But, can always get a lemon anything.  The X2, will that replace the 330, or your other car (a 4 series?)"
127,So what happens at startup?
128,Somehow I hadn't heard of this before—but I'm glad I seemingly got it on the TLX.
129,"Not sure what 1/4 mile times you are looking at, but they are far from close. Of course, the Alfa costs a helluva lot more."
130,Alfa: 11.8 seconds at 122 mph through the quarter-mile
131,"After the car sits for 12 hours And on start up the car lurches forward like it's not completely in natural. It doesn't make any noises like gears grinding, it has gotten worse in the 15 months I've had the car. Part of me says, screw it, I have less than 2 yrs left on the lease, the other half says, BMW knows there is a problem but they don't want to fix it."
132,I haven't read anyone issues like it mine with the ZF either on Bimmerfest or Bimmerpost. The ZF is a pretty build proof unit. The X2 will replace Ricks 328GT. He really liked the one I had as a loaner.
133,"also 1.1 secs, not a tenth."
134,"Ben in the BMW world, it was not unheard of getting a new BMW lease for 1% of MSRP, that was a good indicator that you got a good deal. When I was looking to replace my 320i, I was offered V6 TLXs for under 1%, reason, they weren't selling... Would you share your deal you got on your TLX?"
135,"You know the 1/4 miles times and trap speed means nothing today.  Most cars are going to be fast, fast enough to get you in trouble. My 330i will run the 1/4 in 13 sec's and about 100. 0-60 times in the high 5's (stock) drop a stage 1 onto (like I did) 0-60 in the mid 5 to low 5, and 1/4 times and speed goes up. We have a neighbor who has his new M5 w/comp package on order and all he talks about is how fast it goes. Some of us are betting that an accident will happen shortly after he gets it."
136,"given the road quality and congestion around here, and the level of police interest, it quickly becomes all about bragging rights.  Not anything you can actually use (or in any realistic way need)."
137,YUP...
138,"I am forced to agree.  A 12 second quarter mile is an impressive thing, but I doubt I will ever again do that.  Or at least it would be a very rare occurrence.  But I do like acceleration."
139,My problem with the T&C is traction. One front tire powered by a 3.6 pulling 4800 lbs behind it results in nothing but wheelspin if you try to get going too quick.
140,"It's complicated because of my trade-in, but if somehow that could be taken out I'd be at less than 1% of msrp for my monthly payment."
141,Figure roughly $30/mo for every $1000 of trade equity.
142,"A 12.9 quarter mile is currently acceptable for me- until I finally install the M Performance locking differential- at that point I will probably bump the power up a bit, for more fun at HPDEs, the local drag strip, and the occasional stop light grand prix..."
143,"My new gas station mpg calculation for the 2018 TLX 2.4 was as follows: 345 miles/10.18 gallons=33.9 mpg. My car's trip computer says 34.1 mpg for those same miles, which is obviously very close. This was for about 70% highway miles. This is is beginning to seem like slightly higher mpg than for my 2016 Accord with the CVT—a car that weighs c.200 lbs less. Puzzled by this. Could it be the 8-speed dual clutch transmission? Is a DCT sometimes more efficient than a CVT?"
144,It's fun to watch people in love.
145,No mountain or canyon roads where you live?  Or nearby?
146,"I would say for sure a DCT is more efficient than a lowly CVT, but a DCT with a torque converter sounds less efficient, but it seems Acura found a good middle ground.    There's a reason many people won't consider a car with a CVT, even if Honda does it better than just about anyone."
147,"In the last 7 months my 330i has averaged 28.4, lets not forget that the last 3 months I've had the AC running all the time, the best highway was on a trip to Austin TX, 37 MPG, I really don't think this is bad for a car that can run mid-to low 5 0-60."
148,According to this article....
149,That's better than I can do in the relatively light weight 7-speed Optima with the 1.6T engine.  28.4 would be an improvement.  I'm gonna peg my lifetime average at 27 mpg.
150,"He certainly seems To be quite picky.  And if you want a 200k Porsche, buy one!"
151,"Today I went with my TLX and my folding bike to a park on the outskirts of town called—believe it or not—Pope Lick Park. About a 20 minute drive each way, 60-70 mph on the highway, and then some two lane roads. Got about 35 mpg on the little trip with ac on the whole way, which seemed pretty good. We have good parks here in Louisville, and some have very nice bike paths. In fact, I think the ""Louisville Loop"" in its various places is one of the better urban/rural bike paths in the country. Anyway, here's one of my uses of my entry-level luxury sedan for today—and in the last pic you can see my ugly mug to see the face of the guy who has been bothering you off and on for almost 20 years here. By the way, the volume dial on the steering wheel of the TLX has been copied for the 2018 Accord. But having driven both, I can say that although they look almost the same the Accord's is a cheap feeling piece of hard plastic, while the TLX's is a rubberized dial that feels and works better."
152,Sure thing. Most of these were taken shortly after delivery.
153,I love the interior...   looks like you are missing a pedal.
154,"Hope some other ""entry level luxury-sport"" owners will share their pix too.++"
155,"If its the 3.6, it should be way better than 6.5. I think it may be the 2.0T, unless I'm getting my ATS owners mixed up."
156,I love the red...it goes so good with the interior colors.
157,"Mine is a RWD ""Premium Performance"" with the 3.6. The 0-60 time is supposedly mid-5s. All I know is that it is really quick, especially in the midrange. Haven't bothered with gas mileage calculations yet. I haven't done a lot of highway driving with it so the computer numbers it displays would likely be pretty dismal (I haven't looked at it recently). It is just a super-fun car to drive. I wish the interior had a little less black and a little more Kona Brown, but I'm glad it isn't all black."
158,"My mpg on my big commute to get my son—Louisville to Lexington and back—was one of my excuses for getting the new TLX. I thought I'd take a significant mpg hit for moving from an Accord to an Acura, but if the mpg meter on the new TLX is accurate the mpg is very similar. I got c.36 mpg on the way over and c.38 mpg on the way back. This is a c.80 mile drive with AC on going c.70-75 mph. I know I'm getting premium gas instead of regular, but I'm still impressed that mpg is the same as a CVT car that weighs c.200 lbs less...."
159,"With still more than half a tank of gas in my new TLX curiosity got the better of me on the mpg front, and I decided to fill it up so that I could do a manual calculation to check against the car's trip calculator. I drove 225 miles with 6.4 gallons, which gives an average of 35.15 mpg for c. 85% highway driving—which is quite good. The only problem is that my trip computer said that I got 36.2 mpg for those 225 miles. Hmmm. I thought the trip computer's mpg numbers, which were seemingly slightly better than my Accord's, were maybe a little too good to be true. But the real number is still better than I expected, esp. given that the EPA highway rating on the TLX 2.4 is 33."
160,"I can tell you that my TSX mpg computer averages about 5% high over 142K miles, quite consistently.  Every other readout that I can check (speed, miles, temp, etc.) are dead on.  It never reads low, just varying degrees of high.  The marketing guys won this one -- a tiny percentage of people hand-calculate MPG."
161,"On some BMWs you can get into a service menu that lets you adjust the OBC mpg calculation. Funny thing, every BMW I've owned with an OBC has tended to be 5% optimistic. Ditto for the Mini. However, the 2 Series OBC is usually 8%"
162,"Brought the folding bike in my TLX to another nice park today. The twisty rural roads are fun even when following the speed limit (which I pretty much did). The auto-dimming mirror in this car has a rather thin frame. The Acura Link button lets you call a concierge for restaurant recommendations and reservations, theater/concert tix, etc, and I'm subscribed to it for free for a certain number of months—I forget how many. I think I need to take a trip and use it. The other button is similar to an Onstar emergency button, I guess. My Honda Accord didn't have either of these buttons. Below a few pix of the strangely idyllic bike paths around Louisville. Being from California, I still marvel at the lack of crowds in some places here even after 20 years...."
163,TLX pix—engine compartment edition.
164,The TLX is certainly dressed up under hood.  You got my curiosity about the radiator fans.  The Accord has two as well. They look very similar overall.
165,"To take my mind off other events, I got some pics of the ATS engine and trunk compartment today."
166,"Haven't you heard?  Almost no one looks under the hood in the daylight these days, let alone at night.  That's part of how BMW got away with eliminating the dipstick lo these many years ago."
167,Wait—you mean you can't manually check your oil level with new BMWs??
168,That’s correct.
169,"Oh, you can manually check. You manually push some sequence of buttons and a level appears in the cluster that ""estimates"" how much oil you have. At least, that was the case in my 2008, so I'm assuming that is still the case."
170,"They've improved the sensors quite a bit on the Fxx and Gxx cars. I'd prefer to have a dipstick as a backup, but on the newer cars I'm comfortable with the sensor."
171,"Before I had it, I thought ""rain sensing wipers"" fell in the realms of unneeded and even silly features. But yesterday driving my son c. 80 miles in traffic with variable rain conditions the darn thing worked pretty well. Not worrying about how fast to put the windshield wipers on made it slightly easier to carry on a conversation and worry about the other aspects of driving. Obviously not an essential feature, but it can actually be useful imho."
172,Alex on Autos likes the performance of the A-Spec TLX....
173,"It is an absolute gas to drive. Much faster than any car I've ever owned so I need to watch myself. The handling is something else too, as it has far more capability in that department than I am used to using."
174,"I have a good friend who owns a late model Cadillac SRX, I disremember the year (2016? 2017? Whatever.)"
175,"I think that KBB review is ""fair.""  The TLX just isn't a real sports sedan.  If you bought one thinking you'll go canyon carving with your BMW and Audi friends, you may be disappointed.   If you got one thinking you got the better Accord, chances are you'll be happy."
176,cute ad.  and the new Forte is a nice looking car!
177,"I'm fairly confident that the majority of people driving cars today couldn't tell the difference if only one wheel were driven, never mind on which axle."
178,"Once in a while we've actually had that question in Forums: ""How can I tell if my car is FWD or RWD?"""
179,"considering how many damned cars have black interiors, I'm pretty sure even that is not a prerequisite."
180,It
181,"No excuse for this, really. It has enough HP to be entertaining."
182,sounds like something I might like.  Sucker for hatches of this style.  I can take my chances with a 14 second quarter.  Super comfy seats are a big plus.
183,"I do not find it attractive at all. The previous version was far better looking IMO, and inside, this one is not good at all. As a GM fan this car is a huge disappointment. Top that off with performance that is mid-pack at best and I suspect the model may not make it to the end of its 4-year production contract with PSA at the former GM plant in Russelsheim, at least for North American markets."
184,"After a week apart I got to drive my new TLX for more than an hour today, all in Sport mode, which is the way to go for the 2.4. One highway run of c.70 mph with AC had a car calculated 36.5 mpg. If that's not a fluke, and if the car's mpg calculator is accurate (the one on my Accord was) then the highway mpg is very close to what I got in the 2016 Accord. Still finding all sorts of little quality touches, such as the nice feeling carpet, and the hidden storage area in the trunk (no spare tire, just fix a flat). I'd rather have a tire, I think, but the honest truth is that I haven't changed a tire since about 1995. Since then I've always let AAA do it, or tow it, and I haven't had any regrets."
